Month,Indian_Party,JVorWOS_name,JV_or_WOS,Overseas_Country,Activity,Equity,Loan,Guarantee _Issued,Total
April,UNITY VIDESH PRIVATE LIMITED,UNITY VIDESH BOTSWANA PROPRIETARY LIMITED,JV,BOTSWANA,MANUFACTURING,0.5025,0,0,0.5025
April,UNIVERSITY LIVING ACCOMODATION PRIVATE LTD,UNILIV ACCOMODATION LTD,WOS,UNITED KINGDOM,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.0252,0,0,0.0252
April,UPRISING SCIENCE PRIVATE LIMITED,MINIMALIST PTE LIMITED,WOS,SINGAPORE,MANUFACTURING,0,0.4,0,0.4
April,URVI JINDAL,URSULINE INVESTMENTS PTE. LTD,WOS,SINGAPORE,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0,0,0
April,USHA RAJESH & SIDDHARTHA PARTNERS LLP,"MERLIN AI CONTECH, INC.",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
April,UZMA AZAZ,AMISH FITNESS STORE LLC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.01,0,0,0.01
April,VAARSHIEKA CONSULTING SERVICES LLP,"DATAVI CLOUD, INC.",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
April,VALSERVE SOURCEIN SOLUTIONS PRIVATE LIMITED,SOURCE IN ADVISORS INC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.069,0,0.069
April,VANANAM ENTERPRISES PRIVATE LIMITED,VANANAM VENTURES PTE LTD,WOS,SINGAPORE,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0007,0,0,0.0007
April,VANTAGE NUTRITION LLP,VANTAGE NUTRITION LLC,WOS,UNITED STATES OF AMERICA,MANUFACTURING,0,0,3,3
April,VARANIUM CLOUD LIMITED,VARANIUM CLOUD INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.001,0,0,0.001
April,VARDHAMANGLOBAL SHARECOM PRIVATE LIMITED,VARDHAMANGLOBAL IFSC PRIVATE LIMITED,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.2367,0,0,0.2367
April,VARROC POLYMERS LTD,VARROCCORP HOLDING BV,WOS,NETHERLANDS,MANUFACTURING,0,1,0,1
April,VARUN BEVERAGES LIMITED,VARUN BEVERAGES RDC SAS,JV,CONGO,MANUFACTURING,0,3,0,3
April,VARUN BEVERAGES LIMITED,VARUN BEVERAGES ZAMBIA LTD,JV,ZAMBIA,MANUFACTURING,0,0,4,4
April,VASANTHA TOOL CRAFTS PVT LTD,VASANTHA NORTH AMERICAN TECHNICAL CENTER LLC,WOS,UNITED STATES OF AMERICA,MANUFACTURING,0,0.2505,0,0.2505
April,VAYDA OVERSEAS,VAYDA US CORP,JV,UNITED STATES OF AMERICA,MANUFACTURING,0.0099,0,0,0.0099
April,VEEDA CLINICAL RESEARCH LIMITED,VEEDA CLINICAL RESEARCH IRELAND LIMITED,WOS,IRELAND,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0,0,67.1,67.1
April,VEEDA CLINICAL RESEARCH LIMITED,HEALTH DATA SPECIALISTS (HOLDINGS) LIMITED,JV,IRELAND,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",17,0,0,17
April,VELKRO INNOVATION PRIVATE LIMITED,RECODE INNOVATION PTE LTD,JV,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.507,0,0,0.507
April,VENUS JEWEL,VENUS JEWEL BOTSWANA PROPRIETARY LIMITED,WOS,BOTSWANA,MANUFACTURING,0,0.5,0,0.5
April,VER SE INNOVATIONS PVT LTD,MAGZTER INC.,JV,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",44.8621,0,0,44.8621
April,VICKYE JAIN,ZS ASSOCIATES GROUP INC.,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0422,0,0,0.0422
April,VIDRES INDIA CERAMICS PRIVATE LIMITED,AEROCER GLOBAL VENTURES FZE,WOS,UNITED ARAB EMIRATES,MANUFACTURING,0,3.25,2.9,6.15
April,VIKRAM VERMA,AARNA AI PTE LTD,JV,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.05,0,0,0.05
April,VINAY RATHI,TEMPSENS INSTRUMENTS GMBH,JV,GERMANY,MANUFACTURING,0.0119,0,0,0.0119
April,VINAYAK PRABHAKAR SHENVI,CX CAPITAL ADVISORS LLP,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
April,VIRCHOW BIOTECH PVT. LTD.,VIRCHOW BIOTECH KENYA LIMITED,JV,KENYA,MANUFACTURING,0.0007,0,0,0.0007
April,VISHAAL NANDAM,ATRI COMPANY W.L.L,WOS,BAHRAIN,MANUFACTURING,0.0053,0,0,0.0053
April,VISHNU CHEMICALS LIMITED,VISHNU SOUTHAFRICA PTY LTD,WOS,SOUTH AFRICA,AGRICULTURE AND MINING,0,9.1955,0,9.1955
April,VISHRUT C PATHAK,PI SQUARE BRIDGE WAY ADVISORS LLP,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.245,0,0,0.245
April,VOOB HEALTHCARE INDIA PRIVATE LIMITED,VARD OCH OMSORGSBOLAGET (VOOB) AB,JV,SWEDEN,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.0526,0,0,0.0526
April,WALKING TREE VENTURES PRIVATE LIMITED,WALKING TREE EU,WOS,BELGIUM,MANUFACTURING,0,1.5,0,1.5
April,WENS INDIA TRADE NETWORKS PRIVATE LIMITED,WENS MIDDLE EAST FOODSTUFF TRADING LLC,JV,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0408,0,0,0.0408
April,WOBOT INTELLIGENCE PRIVATE LIMITED,WOBOT INTELLIGENCE INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.07,0,0.07
April,XCHANGING SOLUTIONS LIMITED,SCANDENT GROUP INC.,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",1.75,1.2,0,2.95
April,XORO STORY LLP,XORO STORY INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
April,YASH CHANCHAL JAIN,CLIFF HORIZON PTE. LTD.,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0007,0,0,0.0007
April,YASH TECHNOLOGIES PRIVATE LIMITED,YASH TECHNOLOGIES DOHA CONSULTANCY AND SERVICES LLC,JV,QATAR,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0269,0,0,0.0269
April,YATRA ONLINE LIMITED,YATRA MIDDLE EAST L.L.C-FZ,WOS,UNITED ARAB EMIRATES,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0.0136,0,0,0.0136
April,YETHI CONSULTING PRIVATE LIMITED,TENJIN TECHNOLOGIES INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.5,0,0,0.5
April,YUVAAN ENERGY PRIVATE LIMITED,JEUNE RENEWABLES LLC,JV,UNITED STATES OF AMERICA,"ELECTRICITY, GAS AND WATER",0.001,0,0,0.001
April,ZAHEDA  KHANNA,AEROTECH SUSTAINABLE SOLUTIONS FZCO,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0136,0,0,0.0136
April,ZAWAR NATURAL RESOURCES PRIVATE LIMITED,ZAWAR GREENLAND APS,WOS,DENMARK,AGRICULTURE AND MINING,0,0.0148,0,0.0148
April,ZIVAH INTERNATIONAL PRIVATE LIMITED,ZIVAH INTERNATIONAL PRIVATE LIMITED,JV,NEPAL,"ELECTRICITY, GAS AND WATER",0.0615,0,0,0.0615
April,ZOHER MOHAMMED HUSAIN LOKHANDWALA,HAKIMI AFRICA LIMITED,JV,KENYA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.1622,0,0,0.1622
April,ZOHO CORPORATION PVT LTD,ZOHO TECHNOLOGIES SDN BHD,WOS,MALAYSIA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.613,0,0,0.613
April,ZYD INTERNATIONAL TRADING PRIVATE LIMITED,JSK INTERNATIONAL TRADING FZCO,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.272,0,0,0.272
April,ZYDUS LIFESCIENCES LIMITED,ZYDUS PHARMACEUTICALS (CANADA) INC.,WOS,CANADA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.5,0,0,0.5
April,ZYDUS LIFESCIENCES LIMITED,ZYDUS LIFESCIENCES GLOBAL FZE,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",440.4,0,0,440.4
April,ZYDUS WELLNESS LIMITED,ZYDUS WELLNESS INTERNATIONAL DMCC,WOS,UNITED ARAB EMIRATES,MANUFACTURING,0,0.5,0,0.5
April,ACULIFE HEALTHCARE PRIVATE LIMITED,NIRLIFE MEXICO SA DE CV,WOS,MEXICO,MANUFACTURING,0,0.16,0,0.16
April,BEEHYV SOFTWARE SOLUTIONS PRIVATE LIMITED,"BEEHYV INC,",WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0045,0,0,0.0045
April,CIPLA LTD.,CIPLA (EU) LIMITED,WOS,UNITED KINGDOM,MANUFACTURING,7.6,0,0,7.6
April,GAIL (INDIA) LTD,"PETROLEUM PRODUCTION SHARING CONTRACT IN MYANMAR, BLOCK A-3",JV,MYANMAR,MANUFACTURING,0.6535,0,0,0.6535
April,GAIL (INDIA) LTD,"PETROLEUM PRODUCTION SHARING CONTRACT IN MYANMAR, BLOCK A-1",JV,MYANMAR,MANUFACTURING,0.5061,0,0,0.5061
April,GHARDA CHEMICALS LTD.,GHARDA AUSTRLIA PTY. LTD.,WOS,AUSTRALIA,AGRICULTURE AND MINING,0.2404,0,0,0.2404
April,ITC LIMITED,WELCOMHOTELS LANKA(PRIVATE) LIMITED,WOS,SRI LANKA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",16,0,0,16
April,JINDAL POWER LIMITED,JINDAL RESOURCES (MAURITIUS) LIMITED,WOS,MAURITIUS,"ELECTRICITY, GAS AND WATER",0,2,0,2
April,MAHBOOB REHMAN,THUNDERLITE HOLDING LIMITED,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.2042,0,0,0.2042
April,MUSTAFA MIRZA,ZINNIA INTERNATIONAL LIMITED,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0191,0,0,0.0191
April,ONGC VIDESH LTD.,"PETROLEUM PRODUCTION SHARING CONTRACT IN MYANMAR, BLOCK A-1",JV,MYANMAR,MANUFACTURING,1.0123,0,0,1.0123
April,ONGC VIDESH LTD.,"PETROLEUM PRODUCTION SHARING CONTRACT IN MYANMAR, BLOCK A-3",JV,MYANMAR,MANUFACTURING,1.3071,0,0,1.3071
April,ONGC VIDESH LTD.,EXLORATION PROJECT IN SUDAN SUDAN SA,JV,SUDAN,MANUFACTURING,3.5607,0,0,3.5607
April,SUNDARAM COMPOSITE STRUCTURES PRIVATE LIMITED,MIND S.R.L,JV,ITALY,MANUFACTURING,0.997,0,0,0.997
April,SYMPHONY LTD,IMPCO S.DE.R.L.DE. C. V.,WOS,MEXICO,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,1,0,1
April,TAUSEEF MIRZA,ZINNIA INTERNATIONAL LIMITED,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.226,0,0,0.226
April,THOMAS COOK (I) LTD.,THOMAS COOK LANKA (PRIVATE) LIMITED,WOS,SRI LANKA,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0,0.1654,0,0.1654
April,VOLTAS LIMITED,VOLTAS NETHERLANDS B.V,WOS,NETHERLANDS,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",5.85,0,0,5.85
May,360 ONE PORTFOLIO MANAGERS LIMITED,360 ONE INDIA OPPORTUNITY FUND,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.001,0,0,0.001
May,360 ONE WAM LIMITED,360 ONE INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",1,0,0,1
May,3G CELL LABS PRIVATE LIMITED,"CARE.LIFE TECHNOLOGIES, INC",JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.05,0,0,0.05
May,4EVER4WARD PRIVATE LIMITED,SHREENIK POINEERING INC,JV,UNITED STATES OF AMERICA,MANUFACTURING,0.5,0,0,0.5
May,4POINT9 CAPITAL ADVISORS LLP,ASHOKA91 INTERNATIONAL LLP,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
May,75F SMART INNOVATIONS INDIA PRIVATE LIMITED,75F SINGAPORE PTE LTD,WOS,SINGAPORE,MANUFACTURING,0.0014,0,0,0.0014
May,ABC AGROBIOTECHNOLOGY  PRIVATE LIMITED,ELEGANT QUARTZ AND GRANITE LLC,JV,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.05,0,0,0.05
May,ABM KNOWLEDGEWARE LIMITED,SCANIT TECHNOLOGIES INC,JV,UNITED STATES OF AMERICA,AGRICULTURE AND MINING,0.008,0,0,0.008
May,ABSOLUTE SPORTS PRIVATE LIMITED,SPORTSKEEDA INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,1.6,0,1.6
May,ACCESS HEALTHCARE SERVICES PRIVATE LIMITED,VIRRTUE FINANCE AND ACCOUNTS LIMITED,WOS,UNITED KINGDOM,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0126,0,0,0.0126
May,ACCUMAX LAB DEVICES PRIVATE LIMITED,CAPP APS,JV,DENMARK,MANUFACTURING,5.18,0,0,5.18
May,ACE INFOWAY PRIVATE LIMITED,QESHIFTWARE PTY LTD,JV,AUSTRALIA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0004,0,0,0.0004
May,ACE PIPELINE CONTRACTS PRIVATE LIMITED,ACE GLOBAL LTD,WOS,UNITED ARAB EMIRATES,CONSTRUCTION,0,0.1201,0,0.1201
May,ACME CLEANTECH SOLUTIONS PVT LTD,ACME CLEANTECH VENTURES (UK) PRIVATE LIMITED,JV,UNITED KINGDOM,MANUFACTURING,0,0.5,0,0.5
May,ADANI  PORT AND SPECIAL ECONOMIC ZONE LTD,ANCHOR PORT HOLDING PTE. LTD,WOS,SINGAPORE,CONSTRUCTION,0,0.05,0,0.05
May,ADISHESH KISHORE TECHNOLOGIES LLP,E6DATA,JV,CAYMAN ISLAND,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
May,ADVAIT MINERALS LLP,ADVAIT METALS LLC,WOS,RUSSIA,AGRICULTURE AND MINING,0.0002,0,0,0.0002
May,ADVY CHEMICAL PRIVATE LIMITED,ADVY US INC,WOS,UNITED STATES OF AMERICA,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0,0.075,0,0.075
May,ADWAYS VC INDIA PRIVATE LIMITED,VCOMMISSION MEDIA FZ LLC,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0545,0,0,0.0545
May,AEQUITAS INVESTMENT CONSULTANCY PRIVATE LIMITED,AEQUITAS INVESTMENT DIFC LIMITED,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",10,0,0,10
May,AGNI ESTATES & FOUNDATIONS PVT LTD,MINE INFRA CONSULTANTS PTE LTD,WOS,SINGAPORE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0786,0,0,0.0786
May,AGRATAS ENERGY STORAGE SOLUTIONS PRIVATE LIMITED,AGRATAS LIMITED,WOS,UNITED KINGDOM,MANUFACTURING,8.8361,0,0,8.8361
May,AGROWERS PVT LTD,AGROWERS INTERNATIONAL FOOD AND BEVERAGES TRADING FZCO,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.2696,0,0,0.2696
May,AIRPAY PAYMENT SERVICES PVT LTD,AIRPAY TANZANIA LIMITED,JV,TANZANIA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0.2,0,0.2
May,AJAY BRIJLAL ANAND,"FAZE THREE SMS, LLC",JV,UNITED STATES OF AMERICA,MANUFACTURING,0.1,0,0,0.1
May,AJAY KUMAR ATOLIA,ATOLIA & ATOLIA LIMITED,JV,UNITED KINGDOM,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0189,0,0,0.0189
May,AJEET GUPTA,PETRONEFT MARINE SERVICES L.L.C,JV,UNITED ARAB EMIRATES,MANUFACTURING,0.027,0,0,0.027
May,AJIT INDUSTRIES PRIVATE LIMITED,AIPL ABRO INDUSTRIES LIMITED,JV,NIGERIA,MANUFACTURING,0,0.132,0,0.132
May,AKANDRA CONSULTANTS LLP,MAI LABS,JV,CAYMAN ISLAND,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",1.2,0,0,1.2
May,AKASH GUPTA,ABVX GLOBAL PVT LTD,WOS,NEPAL,MANUFACTURING,0.03,0,0,0.03
May,AKHIL DINESH PURI,VRISINI TECHNOLOGIES FZ LLC,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0136,0,0,0.0136
May,AKHILESH BHARGAVA,INCLUSIVE TRADE LTD,JV,UNITED KINGDOM,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0404,0,0,0.0404
May,AL ANWAR ENTERPRISES LLP,BAB ALANWAR INVESTMENT IN COMMERCIAL ENTERPRISES & MANAGEMENT LLC,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.4796,0,0,0.4796
May,ALEMBIC PHARMACEUTICALS LIMITED,ALEMBIC GLOBAL HOLDING SA,WOS,SWITZERLAND,MANUFACTURING,0,5,0,5
May,ALGOQUANT LLP,ALGOQUANT GLOBAL FINSERV (IFSC) LLP,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0296,0,0,0.0296
May,ALLIED NATURAL PRODUCT PRIVATE LIMITED,AMBER FOODS B.V.,WOS,NETHERLANDS,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.45,0,0,0.45
May,ALPHA MD PVT LTD,ALPHA MD LTD.,WOS,UNITED KINGDOM,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0,0.0202,0,0.0202
May,AMBROSE CASEY,PROSOL IT(PHILIPPINES) INC.,WOS,PHILIPPINES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
May,AMI POLYMER PRIVATE LIMITED,AMI POLYMER INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.05,0,0,0.05
May,AMIT GUPTA,NEHA HERBALS BANGLADESH PRIVATE LIMITED,WOS,BANGLADESH,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.001,0,0,0.001
May,AMIT KUMAR RAKHECHA,PROSOL IT(PHILIPPINES) INC.,WOS,PHILIPPINES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
May,AMITY GLOBAL EDUCATION ORGANISATION,AMITY GLOBAL EDUCATION,WOS,NETHERLANDS,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0,0.5,0,0.5
May,AMITY GLOBAL VARSITY PVT. LTD.,AMITY EDUCATION PRIVATE LTD,WOS,MAURITIUS,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0,0.1,0,0.1
May,AMLE ABHIMANYU NARSING,ABHI-TECH GMBH I.G.,WOS,GERMANY,MANUFACTURING,0.0075,0,0,0.0075
May,ANAND SUBHEDAR,EVERAXIS SAS,JV,FRANCE,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.1,0,0,0.1
May,ANCORP TECHNOLOGY LLP,F134 LABS,WOS,CAYMAN ISLAND,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
May,ANIL KUMAR M,PROSOL IT(PHILIPPINES) INC.,WOS,PHILIPPINES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
May,ANIL RADHESHYAM CHOKHANI,SURGE ENTERPRISE LTD,JV,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0123,0,0,0.0123
May,ANKINEEDU  MAGANTI,SOMA INVESTMENTS FZCO,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0545,0,0,0.0545
May,ANKUR SINGHI,INNOVIZE CONSULTING DMCC,WOS,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0027,0,0,0.0027
May,ANM PROPERTIES PVT. LTD.,ANM HOLDINGS PTE LTD,WOS,SINGAPORE,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.568,0,0,0.568
May,ANSHAD K A,PACK AND PACK PACKING MATERIALS TRADING WLL,JV,QATAR,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0137,0,0,0.0137
May,APM EDUCATIONAL PRODUCT LLP,ALLIED APM STATIONERY TRADING-FZE,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0136,0,0,0.0136
May,AREN INDUSTRIES PRIVATE LIMITED,SINODA AUTO SPARE PARTS LLC,WOS,UNITED ARAB EMIRATES,MANUFACTURING,0,5.7183,0,5.7183
May,ARETE VIRTUE JEWELS,ARETE VIRTUE JEWELS DMCC,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0272,0,0,0.0272
May,ARIANA VENKATESH DHOND,AD SPORT HORSES LIMITED,WOS,UNITED KINGDOM,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.0631,0,0,0.0631
May,ARPIT RAMESH SIDHPURA,HETEX JACQUARD S.L,JV,SPAIN,MANUFACTURING,0.0015,0,0,0.0015
May,ARUN RAJA,SUN SAI CREATIONS FZCO,WOS,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.0136,0,0,0.0136
May,ARYA HOLDINGS,ENABL3 DOO,JV,REPUBLIC OF SERBIA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.73,0,0,0.73
May,ASDI SERVICES LLP,SYNTHETIC INTELLIGENCE WORKS INC,WOS,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,0,0,0
May,ASERA   MINING   PRIVATE LIMITED,ASERA GLOBAL PRIVATE LIMITED,WOS,SINGAPORE,AGRICULTURE AND MINING,0.34,0,0,0.34
May,ASHOKA91 SPONSOR LLP,ASHOKA91 INTERNATIONAL LLP,WOS,IFSC GIFT CITY,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",1.409,0,0,1.409
May,ASHTON GRAY 1007 LLP,ELGIN 104 DEV LLC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0008,0,0,0.0008
May,ASHTONGRAY 1005 LLP,ELGIN 104 DEV LLC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.001,0,0,0.001
May,ASHTONGRAY 1006 LLP,ELGIN 104 DEV LLC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0009,0,0,0.0009
May,ASIA SHIPPING INTL TRANSPORT PVT LTD,ASIA SHIPPING LLC,JV,UNITED ARAB EMIRATES,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0,0.0545,0,0.0545
May,ASK RESOURCES & CONSULTANCY,MAXSPORTS PTE.LTD,JV,SINGAPORE,"COMMUNITY, SOCIAL AND PERSONAL SERVICES",0.351,0,0,0.351
May,ASTRAL LIMITED,SEAL IT SERVICES LIMITED,JV,UNITED KINGDOM,MANUFACTURING,0,0.3326,0,0.3326
May,AURIONPRO SOLUTIONS LTD.,INTELLVISIONS SOFTWARE LLC,JV,UNITED ARAB EMIRATES,MANUFACTURING,0,2,0,2
May,AVALON TECHNOLOGY AND SERVICES PRIVATE LIMITED,ABV ELECTRONICS INC,WOS,UNITED STATES OF AMERICA,MANUFACTURING,0,0,9,9
May,BABAJI SHIVRAM CLEARING AND CARRIERS PVT LTD,BABAJI SHIVRAM USA HOLDINGS INC,WOS,UNITED STATES OF AMERICA,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",0,0,1,1
May,BAIN GLOBAL RESOURCES LLP,BAIN RESOURCES HOLDINGS  LTD,WOS,MAURITIUS,AGRICULTURE AND MINING,0,1.25,0,1.25
May,BARACATALI BAHADURALI NARSIHNDANI,STOCKHOME AUS PTY LTD,WOS,AUSTRALIA,CONSTRUCTION,0.035,0,0,0.035
May,BEACON INSURANCE BROKERS PRIVATE LIMITED,BEACON REINSURANCE BROKERS LTD,JV,UNITED ARAB EMIRATES,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.1336,0,0,0.1336
May,BEER VIKRAM SINGH,GOLDEN MAMA COMPANY LIMITED,JV,TANZANIA,AGRICULTURE AND MINING,0.03,0,0,0.03
May,BENCHMARK ENERGY LLP,AUGUSTUS ENERGY CO,JV,UNITED STATES OF AMERICA,MANUFACTURING,0.3,0,0,0.3
May,BHAGERIA INDUSTRIES LIMITED,BHAGERIA INDUSTRIES HOLDING COMPANY W.L.L,WOS,BAHRAIN,"ELECTRICITY, GAS AND WATER",0.0066,0,0,0.0066
May,BHAGYASHREE ABHIMANYU AMLE,ABHI-TECH GMBH I.G.,WOS,GERMANY,MANUFACTURING,0.005,0,0,0.005
May,BHARAT PETRORESOURCES LTD,BPRL INTERNATIONAL BV,WOS,NETHERLANDS,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0,11,0,11
May,BHARTI AIRTEL LIMITED,BHARTI AIRTEL LANKA PRIVATE LIMITED,WOS,SRI LANKA,"TRANSPORT, STORAGE AND COMMUNICATION SERVICES",22,0,0,22
May,BHUPESH RASIKLAL SHAH,CB GLOBAL VENTURE FZ-LLC,JV,UNITED ARAB EMIRATES,"WHOLSALE, RETAIL TRADE, RESTAURANTS AND HOTELS",0.01,0,0,0.01
May,BIKASH BARAI,FIRECOMPASS TECHNOLOGIES INC,JV,UNITED STATES OF AMERICA,"FINANCIAL,INSURANCE AND BUSINESS SERVICES",0.0001,0,0,0.0001
